Penname,Genre,DetailURL,Space,ImageURL,WebURL,GenreFreeFormat,Name
tasario,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/31070003,お14,https://lh3.googleusercontent.com/iXLZpjvSL5lwXF5IsfU7lP5nUsJ5ZUrd1n5XOdWDpKvNgQCTPtY-r7ojtMauQLE52iZOgYB2yU4ZCPAXMqp7,http://tasario.sakura.ne.jp,ネットワークを構成するソフトウェアについての解説書を発行。最近は、ソフトウェアでレイヤー2スイッチを実現するソフトウェアスイッチに関する解説書を発行しています。,G Storm（ジーストーム）
yuukin,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/28720007,お15,https://lh3.googleusercontent.com/-Da0Hud1LNKRTH-qfkxrqVbwbNfmqDjY8DyKFSS4PDzNx0JHRFilhyqkrqAZ4ZfXO0GJzZBh_uTCkLxA_Gfm,,サーバ・ネットワークインフラ全般に関する内容を主としています。IPMIやPXEを使ったサーバ管理や、コンテナからvSphereまで様々な環境構築、スイッチ・サーバ間のエッジネットワーク管理などなど。,うなぎ式（ウナギシキ）
ρ,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/29520012,お16,https://lh3.googleusercontent.com/C7t_qnDqszz8HfMd0z3i2UoVvPXuD6HFfL2wGnQKaTm_B0SdF-IbcyqdjMJrYF30cb1RnXaeUdPNd0ubx56kiA,,"Unix, Apache, ネットワーク層, あるいは観測・計測・伝送",日本Apacheユーザ会(仮)+晴海管区測候所（ニホンアパッチユーザカイカリプラスハルミカンクソッコウジョ）
ponday,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/27650003,お17,https://lh3.googleusercontent.com/IOvfAe5j47MuoEH1B2-VydoRobspK_YIPRTAgwCyioyQxzicTHXmcq8PbHl4rJOIbDjdw9hUT_tDB_X6Q62f,,サーバサイド（Elixir予定）、AWS、3Dモデル,VEGA Tech（ベガテック）
ありす ゆう / インフラエンジニアの毒舌な妹,その他,https:/techbookfest.org/event/tbf05/circle/28440001,お18,https://lh3.googleusercontent.com/a5rrSYlLiiNdiELlP6Y2qBJWdi53VKOGCVYUw-IuD0XINTpAYvGanrUvnOmlGmO4BpdkB0HhIBRegYRJcR4,http://aliceyou.air-nifty.com/,ネットワーク・サーバ関連技術,AliceSystem（アリスシステム）
n_kane,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/37170001,お19,https://lh3.googleusercontent.com/0A2Ve_DZxWYfNwAcpOzow9C4s8MAueUfniI50X6HhCmDXHxBdfM86vObvdnd6oz7GGLcSBIYIluPu1pPdJgqBw,,Wi-Fiネットワーク,glenda9（グレンダナイン）
Piro,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/39050001,お20,https://lh3.googleusercontent.com/HwIlWNz4PGKTGdrX_DAc-7NLXzoxO_7nes-EMzRNrCRZjAInQ3q4QIqpnSQU5xd6gH7uhC-6C2g8fipzpmUm3g,https://system-admin-girl.com/,SSH越しでのLinuxサーバーのコマンド操作の勘所をケーススタディ形式で分かりやすく解説する「まんがでわかるLinux シス管系女子」のムックや特別編、キャラクターグッズなどを頒布します。社内SEやWeb開発の現場で働くプログラマーの方などで、コマンド操作に苦手意識のある方の不安解消や、自信を持ってコマンド操作できる中級者レベルへのステップアップにおすすめです！,シス管系女子会（シスカンケイジョシカイ）
日経BP出版局,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/51180001,お21,https://lh3.googleusercontent.com/Qq9ntHr935TCz1Kj4--QqsN7pnvmMGvwhJbZ-_SJ9WXnjNte4sLbZSAc1iX_96_SGQZkqK8TVO_etv1qo7c,ec.nikkeibp.co.jp/nsp/,ソフトウェア、プログラミング、モバイル、システム開発、,日経BP出版局（ニッケイビーピーシュッパンキョク）
C&R研究所,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/47050001,お22,https://lh3.googleusercontent.com/2RDUTRv6GOjNbkhj-kGgoMXHpkfJiWhc-Nowkv6tvzrzsmZme5nv3v9ip5MCFt1qgDoH5nl_ZTPJVvT5PJE,http://www.c-r.com/,IT・プログラミング関連の書籍,C&R研究所（シーアンドアールケンキュウジョ）
tabunmuri,その他,https:/techbookfest.org/event/tbf05/circle/25930002,お23,https://lh3.googleusercontent.com/5lN0MMrfCoJvH1Qt0aYnb0BJk5v_00vOzXHhnlr8zRAEP3Xrqb65RJpBds5rLQLZQ6hM7fVpgjSsrVDC-NQK,https://mokumoku-onsen.connpass.com/,もくもく温泉という開発合宿イベントについてのレポートを発刊予定です。,もくもく温泉（モクモクオンセン）
goofmint,その他,https:/techbookfest.org/event/tbf05/circle/28500001,お24,https://lh3.googleusercontent.com/K2cMLSs4lcA-9Vb9lfS1wzOB9O-8EyzJkP2nxjqYNmpYlgyBBdYYes6DbmeeOykwil_ghoRcu40PQKkv_Mms,https://devrel.tokyo,コミュニティの大事さ、作り方などについて紹介します。,DevRel Meetup（デブレルミートアップ）
コミュニティドライブ,その他,https:/techbookfest.org/event/tbf05/circle/30490001,お25,https://lh3.googleusercontent.com/wNiSAmcg3KK6CTFTK0ZrnXRmQVd9_f9_1EDAt9JzueN66QAbQXMySK6KHZlAdcML6vWIK8KUxbIe1AfDUe3Y,https://community-drive.com/,コミュニティとメディア運営に関するZineならびに、どこでもNDAが締結できるどこでもNDAを頒布いたします。,Community Drive（コミュニティドライブ）
kosen14s,その他,https:/techbookfest.org/event/tbf05/circle/47000004,お26,https://lh3.googleusercontent.com/s-9-OFMsC7N_1xMLktnHQo4U8047mee7Wr_q5X7UF98RtEiDnV0Tr5mK3G_epeONYxXdXnC3IKFxQXFQwBRh,https://kosen14s.github.io/together.html,楽しくソフトウェア開発技術に触れられるプログラミング言語かるた・プログラミング言語かるたメイキングブック・“Hello World!” Tシャツ・プログラマのためのマスキングテープ・gitコマンドかるたや、デザイン(安全とデザイン・人間とデザイン・デザインの本質)・プログラム(フロントエンドから言語処理・機械学習・マイコンなど)・電気(電気基礎・モーター制御)・数学(論理学・巨大数)などに関しての技術・議論をまとめたアンソロジー書籍,kosen14s（コーセンフォーティーンズ）
gami/zuckey,その他,https:/techbookfest.org/event/tbf05/circle/43000006,お27,https://lh3.googleusercontent.com/zU9BNgDVcg5f3_S4xwXub-WFQQmzAhXAltSD87ys37-3D2rinNAwuapdMVJVMKHS27u5zKqV8oYBHoTfuKqP,https://shiganai.org/,完全SIer脱出マニュアル,しがないラジオ（シガナイラジオ）
オガワブンゴ,その他,https:/techbookfest.org/event/tbf05/circle/30370001,お28,https://lh3.googleusercontent.com/EvkG0oI5-D-lZSTtaX1X8SAB75QblTaOvDffDKSDb73s6bXCmXcD1c8OAp6uFA0m_-jdxtr3eUbpYox0fzc-,http://mookmookradio.com,Podcast制作について,mookmook radio（ムックムックラジオ）
forTech,その他,https:/techbookfest.org/event/tbf05/circle/24950001,お29,https://lh3.googleusercontent.com/ed9Qhm_MdvBFeLVPLJl8ctVdK8d-8Vni1YnZF0WF1AnxVgOU8I1fw70hwifGZUXwXUUv3VWo3XSXX76L3nuvHg,https://liberal-arts-beginners.connpass.com/,技術を学ぶための背景の教養と、それを前提とした技術の学び方をまとめたノウハウを頒布します。,Liberal Arts for Technology（リベラルアーツフォーテクノロジー）
riconken,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/41240001,お30,https://lh3.googleusercontent.com/tKd1BJTH2jLJbRn1L22MvV1h4Sts8rfkR5x4q1K4KejD5-U4HpiBxHgphJAinnVbO_29qAX8JSHIsxUWvcdtZQ,,日々プログラミングを行う中で、目に見えずとも気が付かないうちに疲労が蓄積されています。 そんな作業の合間にふっと心を落ち着けられる、安らぎを感じられるような技術やツールを紹介する予定です。,riconken（リコンケン）
こじろう,その他,https:/techbookfest.org/event/tbf05/circle/26870001,お31,https://lh3.googleusercontent.com/2pD9cVXNEKZyLAQTW3KRT27qzRad25J9qwX8QztB9sqsFxbCwu_EN10wJVIiwgyBkILYiaRk5P09VRc2lA0m,,紙カードを使ったデータベースシステムであるハンドソート・パンチカード・システムについての本を新刊として頒布予定です。また、C94で頒布した「すべてのExcelドキュメントを生まれる前に消し去りたい本　２０１８」プレビュー版の正式版も頒布予定です。,竜睛舎（リュウセイシャ）
かざみみかぜ。,その他,https:/techbookfest.org/event/tbf05/circle/43180002,お32,https://lh3.googleusercontent.com/FYe01YUHacixC7pqLgt17EWQ3voNkFQ2Nrq7i5CVR1KIj-zY_gZN-aQZ7KE20te0oXowekvqUrx5BwV2Usc,https://anos.jp/circle/circle.htm,同人イベント会場で電子マネー／仮想通貨決済を行う方法についてのノウハウ。同人イベント会場で電子書籍頒布を行う為のノウハウ。,自転車操業（ジテンシャソウギョウ）
スーパーひたち,その他,https:/techbookfest.org/event/tbf05/circle/29370001,お33,https://lh3.googleusercontent.com/00QC0IeDge67EcOUzZvRIYPnyyAMqX_TQfhWjjHtRNr5B-81twcX0FieRHeZVkxYVnhweSDMwT1W63Dykrs,http://s-hitachi.at.webry.info,同人サークルで使える、非現金決済（クレジットカードや電子マネー）の導入記です。,旅貯の会（リョチョノカイ）
太郎,その他,https:/techbookfest.org/event/tbf05/circle/49080004,お34,https://lh3.googleusercontent.com/8A7YnYlNFlph5YRLJFweBlRjcvZxO_8i64_EjKlLwcKNOgIvH4zyakwHUqiyXvx4zMzaQbCaSgsMOvk6ndd1,https://twitter.com/tarou_barn,電子マネー（スイカ、クレジットカード）決済機を法人ではなく、個人で契約し同人誌即売会で運用するまでの体験記。冊子で頒布した同人誌を電子書籍にしてイベントで売るまでの手順。工場、官公庁など公開されている施設へ見学へ行ったレポート本。フォトショップ5.0をwindows10で動かす方法。,とこしえ工房（トコシエコウボウ）
なかひこくん,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/32340002,お35,/assets/images/dummy_cut.png,https://takao-giken.github.io,女児アニメのキャラクターと一緒にプログラミングを勉強する本,高尾技研（タカオギケン）
arika_nashika,科学技術,https:/techbookfest.org/event/tbf05/circle/30480009,お36,/assets/images/dummy_cut.png,,「○○×IT」をテーマに、技術目線で任意の世界を横断します。「平成30年度情報通信白書」等のデータに基づきながら。,ありか㌠（アリカサンチーム）
Squary,科学技術,https:/techbookfest.org/event/tbf05/circle/30470001,お37,https://lh3.googleusercontent.com/PHFtWFrDDZsZfeOGcGemb9t6RiIV_4RpV1RA7pDtlGPUjyWEW0JqczIMebMziel0LwDarIDQUqogs38VwGI,https://twitter.com/sqrylm,超伝導量子コンピュータについて、ハードウェアの面から解説したうすいほんを頒布予定です。,神楽坂基礎研究所（カグラザカキソケンキュウジョ）
蟷螂,科学技術,https:/techbookfest.org/event/tbf05/circle/29400002,お38,https://lh3.googleusercontent.com/DcwrFsbLALucH3ip9hDXUDsrwITXihf90zPTg3qZEkKjg_LBmRf3m5RoUTgweNk8CdLxEuMuXQcEe-utOHKKoA,http://twitter.com/kamakiri_ys,量子コンピュータ,石貫會（イワヌキカイ）
森北出版,その他,https:/techbookfest.org/event/tbf05/circle/26850004,お39,/assets/images/dummy_cut.png,https://www.morikita.co.jp/,商業出版予定（済み？）の書籍です,森北出版（モリキタシュッパン）
ブックウォーカー,その他,https:/techbookfest.org/event/tbf05/circle/43200002,お40,https://lh3.googleusercontent.com/zmXsFeelyxMwu_tnGYBsdmG3Jh1IrDQ-tcAFKzn60SwEQ3DUrt8qvnk-ajGhW7NQN-z__dPgvdiE3Qdd1eEF,https://bookwalker.jp/ex/feature/bwi/,BOOK☆WALKERの個人出版・同人誌配信サービスで配信している技術書の販売（シリアルコードで販売予定）,株式会社ブックウォーカー（ブックウォーカー）
wanda4,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/29270002,か01,https://lh3.googleusercontent.com/XG8XQhIko6i7Zg7kx7nyf4Z69get3wVKneQ_g2sER-CQqV4SHKrV3w3UcdzZuG0Anq2wjft_9RjvTLD0JRqd,https://kauplan.org/,サーバ設定を自動化するツールを、主にシェルスクリプトで自作します。シェル芸やインフラ自動化に興味のある人、Ansibleに疲れた人向けです。,カウプラン機関極東支部（カウプランキカンキョクトウシブ）
よねだ,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/27750008,か02,/assets/images/dummy_cut.png,,Java のWebフレームワークである「SpringBoot」について、できるだけ短い時間で最小限のことが学べる本,HelloSpring（ハロースプリング）
@hamano,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/23960004,か03,https://lh3.googleusercontent.com/6VbZ44KyQ588tDS2HgySYZjhZnFQAzRZGav_YlqMKefzmQVH-67GHbTYEoa6nBLOm_qE44tH8997h9F4NI5y,,"マイナンバーカード,電子署名,PKI",ぽむぽむ製麺（ポムポムセイメン）
ats,その他,https:/techbookfest.org/event/tbf05/circle/32390002,か04,/assets/images/dummy_cut.png,,機動戦士ガンダムに出てくる仮面の人が「おまえらのPython」という本を書こうと思ったらどうなるか，という内容の薄い本を領布いたします。,仮面の人（カメンノヒト）
jbking,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/30180005,か05,https://lh3.googleusercontent.com/O-KfyzXRh7HnRLiiegOFBYZs2ECvfOKFifqJPiBVb352w-tioc5Wv3KRr7bpJaOpdLYAl9TkWWZrJUSfe3wx,,商業誌に載らない系のDjangoでの開発本を頒布します。,jbking（ジェービーキング）
akiyoko,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/27700003,か06,https://lh3.googleusercontent.com/hHzJRBIjjcP1gX96QA4UQp7DXCqajYhITQygyNcCXNYlKe7_2iJ3ECpqN4uUg96Ny-JiwsjrNovz-1LwQueK,http://akiyoko.hatenablog.jp/,Django の薄くない本 第二弾（技術書典4で基礎編を出したが応用編も出してほしいと要望が多かったので書いた。もとい、今泣きながら書いている）,あきよこブログ（アキヨコブログ）
考え中,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/49300001,か07,/assets/images/dummy_cut.png,,"画像処理, Python, Django, 自作CPUの展示などの予定",みる会（ミルカイ）
mzsm,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/53090001,か08,https://lh3.googleusercontent.com/bYowz7fjE3gdW2SQeD7XxPl67HBZYer47qQkKG-wA59SbuJH18dsR41PB9gFYB5YCXCdb0jOp29EXtdJv5nphg,http://mzsm.me/,Python製WebフレームワークDjangoのTips集とか,Route 312（ルートサンイチニ）
Thunder Claw,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/55000003,か09,https://lh3.googleusercontent.com/rqdU33j80FvDcDGEkBa08YMEBVDBLnMNFq2pQ4ucCaf0muMx3mlEgC7DHu2HNLDu_TebeahwHGZZM0buc3o,http://thunder-claw.com/,"Python, AWS, Chalice, Transcrypt, pytest, Selene",Thunder Claw（サンダークロウ）
kabaome,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/29540002,か10,https://lh3.googleusercontent.com/J77QmW45I76RkgxFrafHpQbYxsUQVq0NEDdbqcP2EudVbvml6doOcG_cZ6nBIxfiVy5A8S6ZsXR1rgJ6RljRGA,,88年生まれのエンジニア3人が、思い思いの技術書を頒布します。「Microsoft Azure を例に、クラウドを使ったモダンな Web アプリケーション開発のイロハを紹介する本」、「インフラエンジニアとして働くなかで蓄積した、インフラエンジニアとアプリケーションエンジニアとがいい感じに働くためのTipsや着眼点をまとめた本」「RDBMSの理論とアプリケーションエンジニアの間の橋渡しとなり、RDBMSの性能を最大限に引き出す第一歩になることを目指した本」です。がんばって書いたので、ぜひ読んでみてほしいです。,88（ハチハチ）
まぐろ,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/39180001,か11,https://lh3.googleusercontent.com/9EllHh8NhLBUJVsKfpdiTjGasnMRAEfMsz89pxN0EeCcpdQQEgl9T9rlxwy_PDeKN5nXsWpwp_Bej7mNZIQ,http://www.maguronomizo.net/,OSSのRDBMSであるPostgreSQLでストアド・ファンクションを作成する言語、PL/pgSQLの基礎的な文法について説明します。,まぐろのみぞおち（マグロノミゾオチ）
いしかわ,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/41180003,か12,/assets/images/dummy_cut.png,,PaaSを愛する人達、PaaSベンダーの人達がタッグを組んで、PaaS全般について書きます,パアス党（パアストウ）
ota42y,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/28570001,か13,https://lh3.googleusercontent.com/ifNuKSuMBRel_15gljW_I6_RnyKXbt9JCPjOmcaB_21mc9PfUPyvyZkB0uM28lOqd26-6atX-HakNpMTCr8,https://ota42y.com/,マイクロサービスに関して実践ベースの話や、未来の話をする本を出します。,すべてがM(icro)になる（スベテガマイクロニナル）
チェシャ猫,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/28670003,か14,https://lh3.googleusercontent.com/KpbYhAequfEHPUbTkBl4uGRawVwtaKgylUEsEx9FGb7IThhyJM3MfF3E82gsDfb0KpJZLQ1f-K7Oh3MEkqs,,今までとは一味違う Haskell の入門書を頒布します！　最初からある程度完成したアプリケーションを立ち上げて動かしてみて、さらにそこに改造を加えていくチュートリアル形式で、自然と Haskell が「使える」ようになる構成にしてあります。初めての人も一度挫折した人も、本書で「いきなり」Haskell を楽しんでみませんか？,Dodgson Labs（ドジソンラボ）
mizore,ソフトウェア全般,https:/techbookfest.org/event/tbf05/circle/49310017,か15,https://lh3.googleusercontent.com/JEJ-e1fDJdqSmvkS4A0QuJ2hrG2ruuhZ0jhhMz1XteFe_tdOAqQ3yF2JQBqvmYKKvVCCGIuXimUScE4n6TirFw,,docker-compose(v3)に焦点を絞って、ほぼIT技術にまっさらな方向けにまとめた内容と、ブラウザだけで運用ができるようになるまでの設計思想とVagrantで構築するところから入り実際に動かすレシピを紹介します。可能であれば、Kubernetesが劣等であると考える理由や、Herokuなどのサービスと比較した内容も記載したいですが、同人誌のくせして生意気ですが、長く使えるような本を目指したいところもあるのでページ構成次第となります。配布物は同人誌の紙媒体のみを今のところ想定しております。,Adaptorium（アダプトリウム）
